text,salary_benefits,training_learning,management_leadership,culture_environment,office_workspace,work_hours_workload,career_growth_opportunities,process_policies,hr_recruitment,project_technology,job_security,general,company,reviewer_id
"cảnh_báo trước khi đọc : ai đang tìm công_ty để gắn_bó , phát_triển sự_nghiệp , thì xin_phép … đừng dại mà đặt_chân vào chỗ này . vào công_ty , tưởng được học_hỏi , phát_triển — ai_ngờ học được cách chịu_nhục , phát_triển khả_năng cam_chịu . ngày đầu đến nhận việc còn tưởng nhầm vào trại_cải_tạo . sếp thì không quản_lý , chỉ giỏi quát_tháo . lỗi từ quy_trình kém , từ quản_lý tắc_trách — cũng lôi nhân_viên ra chửi . họp_hành là màn “ đấu_tố ” công_khai , ai yếu bóng_vía thì chỉ sau 1 tháng là tinh_thần tan_nát . thậm_chí có người nghỉ rồi vẫn bị lôi ra làm “ bia_đỡ đạn ” cho mấy cái lỗi trời ơi đất hỡi . lương thì tháng nào cũng như đánh_bạc . có thì may , không thì im . nhắc thì bị dằn_mặt . đỉnh_điểm có tháng em đợi tới mồng 10 tháng sau mới thấy lương về — mà là lương căn_bản , không thưởng , không phụ_cấp , không một lời xin_lỗi . ừ thì công_ty “ start-up ” , nhưng start kiểu gì mà mấy năm vẫn chỉ biết start lại lương ? cống_hiến thì không được ghi_nhận , làm tốt thì im như chưa từng . làm sai thì cả phòng xúm vào soi , từng câu từng chữ . đặc_biệt là cái thói “ đổ lỗi tập_thể ” — không ai chịu trách_nhiệm , chỉ giỏi lôi nhau xuống bùn . môi_trường làm_việc thì độc_hại từ trên xuống dưới . trên ép , dưới đá . nội_bộ đấu đá , chia bè kết_phái . một người nghỉ là cả công_ty hớn_hở vì có thêm lý_do để đổ lỗi cho họ . tóm_lại : ai mà có lòng tự_trọng , có năng_lực , có khát_vọng — đừng vào . trừ khi bạn muốn thử cảm_giác “ ngày nào đi làm cũng là một ngày thiền_định để không phát điên",2,0,2,2,0,0,2,2,0,0,0,0,Bmbsoft,8245b2
thứ công_ty gia_đình mất dạy nợ lương quịt lương bắt OT ngày_đêm nhưng không trả OT,2,0,0,2,0,2,0,0,0,0,0,0,Bmbsoft,37a418
ceo mão nợ lương_nhân viê,2,0,2,0,0,0,0,0,0,0,0,0,Bmbsoft,243333
lương đâu hả lũ khốn_bmb lương thấp thưởng_ít mà nợ,2,0,0,0,0,0,0,0,0,0,0,0,Bmbsoft,70f095
"công_ty quan_tâm nhân_viên , ốm_đau , cưới xin",1,0,0,1,0,0,0,0,0,0,0,0,BnK Solution,c82067
"sếp tâm_lý , dễ_thương",0,0,1,0,0,0,0,0,0,0,0,0,BnK Solution,ab5356
"môi_trường trẻ , sếp vui_vẻ , công_ty tốt",0,0,1,1,0,0,0,0,0,0,0,1,BnK Solution,ddf37a
"chê_nha , công_ty trả lương chậm , 7 tây mới có lương . còn lại thì vẫn khá hài_lòng !",2,0,0,0,0,0,0,0,0,0,0,1,BnK Solution,c2c2a4
"mình là dev , mình có đôi ba lời muốn nhắn_nhủ đến toàn_thể mọi người , hãy làm_việc thật chăm_chỉ , cày ngày cả đêm , OT cả thứ 7 và chủ_nhật , hãy thật tâm_huyết với công_ty . các sếp sẽ không phụ lòng mọi người đâu ạ , cuối năm các sếp sẽ có ô_tô mới , nhà mới , anh_em chúng_mình sẽ có cái nịt . mấy ông pm ăn ít thôi , ăn trên sương máu , sức_lao_động của dev , estimate với khách là 10 thì về giao lại cho anh_em còn 1 , ăn ít thôi .",2,0,2,0,0,2,0,2,0,0,0,0,BnK Solution,3f4d8d
"- 3 năm kinh_nghiệm công_ty trả 15 chai , vậy là ít hay nhiều - bảo_hiểm đóng 6 triệu - bonus cuối năm : không cónên nghỉ hay làm đây các bác , layoff nhiều nên sợ quá .",2,0,0,0,0,0,0,0,0,0,2,0,BnK Solution,8380000
"lương trả đúng hẹn , đóng bảo_hiểm đầy_đủ",1,0,0,0,0,0,0,0,0,0,0,0,BnK Solution,387480
"năm nay mình không được tăng lương , thưởng cũng không , đồng_lương bên này thấp , nản muốn nghỉ quá .",2,0,0,0,0,0,0,0,0,0,0,0,BnK Solution,73cfd7
"công_ty đáng để làm nha các bạn , lương cao hơn thị_trường .",1,0,0,0,0,0,0,0,0,0,0,1,BnK Solution,eaca1b
"vào làm đúng đợt remote nên cũng nhiều cái thiệt_thòi nhưng_mà được_cái anh_em trong team và nhân_sự cũng rất support nhiệt_tình . remote nên cũng hay được tổ_chức minigame có thưởng tiền . team cũng có leader follow_sát , nhiều dự_án . nói_chung về cơ_bản cũng ổn , gắn_bó được .",1,0,1,1,0,0,0,0,1,3,0,3,BnK Solution,049eb6
môi_trường hòa đồng vui_vẻ,0,0,0,1,0,0,0,0,0,0,0,0,BnK Solution,1c684a
"công_ty bắt nhân_viên OT kinh_khủng , không trả tiền ? .",2,0,0,0,0,2,0,0,0,0,0,0,BnK Solution,2501b4
"công_ty lùa gà , lùa vịt các bác đừng để bị lùa như tôi nhé .",0,0,0,0,0,0,0,0,0,0,0,2,BnK Solution,03ecec
"làm cả năm chăm_chỉ bên này không được tăng lương , chán muốn nghỉ quá nè .",2,0,0,0,0,0,0,0,0,0,0,0,BnK Solution,6.57E+43
"mình intern được 2 tháng nhưng không được nhận vì khi học demo project được nxet chưa đạt , mình cũng chưa được join dự_án của công_ty nữa mà phải join dự_án làm mới lên trình được chứ nhỉ , intern không lương nên mình suy_nghĩ cũng không có cố_gắng mặc_dù intern mình chỉ có_học rồi demo cảm_giác rất nản không được join vào dự_án sao lên trình được , hay bây_h các công_ty đều đổi hỏi một intern phải như là một junior ?",2,2,0,0,0,0,2,0,0,0,0,0,BnK Solution,7e29cc
cuoi tuan cung_phai OT không luong,2,0,0,0,0,2,0,0,0,0,0,0,BnK Solution,26bb82
"công_ty đóng bảo_hiểm cực cao , gần 5 tr lận các bác . chán thực_sự .",2,0,0,0,0,0,0,0,0,0,0,0,BnK Solution,21dc74
"fsoft con trá hình_nha mọi người , từ cách vận_hành đến bóc_lột thì không khác_gì , tôi đã sai khi vào đây .",0,0,0,0,0,2,0,2,0,0,0,2,BnK Solution,9ce15a
"cuối tuần phải OT_sml , bnk is da best",0,0,0,0,0,2,0,0,0,0,0,1,BnK Solution,bc991c
"pm nổ với client về timeline để kiếm_chát nhưng dí anh_em dev đến từ giờ . hỏi thử công_bằng ở đâu , bởi_vậy mấy công_ty outsourcing ở vn chả khác gì chiến_trường với dev , mình làm cật_lực để pm có oto . nghĩ mà buồn .",0,0,2,2,0,2,0,2,0,0,0,0,BnK Solution,81b0a4
"chủ_nhật nhưng vẫn phải OT không lương , giờ nghỉ thì bay nguyên tháng 13 với thưởng tết , các bác cho em xin ý_kiến với ạ .",2,0,0,0,0,2,0,0,0,0,0,0,BnK Solution,4f6b3a
sếp tuy hơi khó_tính nhưng rất keo kệt,0,0,2,0,0,0,0,0,0,0,0,0,BnK Solution,9fa111
"môi_trường trẻ , năng_động , các sếp thoải_mái .",0,0,1,1,0,0,0,0,0,0,0,0,BnK Solution,730233
công_ty nhiều trai xinh_gái đẹp .,0,0,0,1,0,0,0,0,0,0,0,0,BnK Solution,6f826a
"công_ty nhiều gái vãi , ai fa thì vào đây",0,0,0,1,0,0,0,0,0,0,0,0,BnK Solution,09cfa3
thích nhất cái không bao_giờ chậm lương . lương thưởng okay,1,0,0,0,0,0,0,0,0,0,0,0,BnK Solution,55154
"công_ty ép lương kinh_khủng , mình vào cả 2 năm rồi mà lương cứ tăng nhỏ_giọt ? chắc mình tệ",2,0,0,0,0,0,0,0,0,0,0,0,BnK Solution,07b555
"định qua mà kẹt dự_án , offer bên này xịn . chưa vào nên không biết môi_trường sao nhưng bé rec xinh , nhiệt_tình . hơi tiếc nhưng thôi , hẹn dịp sau",1,0,0,0,0,0,0,0,1,0,0,0,BnK Solution,86a950
"mới vào đây là được hơn tháng , đọc review của mấy bác sợ thiệt . hiện_tại thì vẫn thấy bên này thoải_mái , vui_phết . sau_này có gì sẽ feedback thêm",0,0,0,1,0,0,0,0,0,0,0,0,BnK Solution,4a3bc8
"công_ty tốt nhất trước giờ mình làm , môi_trường tốt , leader xịn , lương_thưởng đều ok .",3,0,1,1,0,0,0,0,0,0,0,1,BnK Solution,04058c
"khuyên anh_em đừng vào công_ty , công_nghệ thì chán , toàn người không có kinh_nghiệm nào , chỉ tuyển 1 , 2 ông cứng_gánh cả team , nghỉ thì giữ bảo_hiểm hơn 2 tháng đòi mãi mới được trả công_ty lìn",2,0,0,2,0,2,0,2,0,2,0,0,BnK Solution,fc75d5
"sếp như quần_què , dự_án cũ , không có công_nghệ mới",0,0,2,0,0,0,0,0,0,2,0,0,BnK Solution,c2e8e1
có phỏng_vấn bên này rồi . làm mobile,0,0,0,0,0,0,0,0,3,3,0,0,BnK Solution,44caf3
"treo đầu dê bán thịt chó , né gấp đi",0,0,0,0,0,0,0,0,0,0,0,2,BnK Solution,9b1e77
"dự_án phèn , ông nào vào làm task ông đấy , không có lead ngon nên mấy ông ngang trình kiểu bố_mày là nhất , làm_việc không có 1 cái rules nào , out gấp",0,0,2,2,0,0,0,2,0,2,0,0,BnK Solution,c89ce8
"làm được 2 năm rồi , thấy tốt , môi_trường hòa đồng , vui_vẻ",0,0,0,1,0,0,0,0,0,0,0,1,BnK Solution,266f1c
"cơ_sở vật_chất tốt , leader có tâm , boss thân_thiện = & gt ; ổn nha",0,0,1,0,1,0,0,0,0,0,0,3,BnK Solution,e80671
"lương đúng hẹn , sếp tâm_lý , có 3 vp ở 3 miền thì phải . mình làm hà_nội , thấy hay tổ_chức cho nhân_viên đi chơi . game nữa , mình thấy ok mà nhỉ",1,0,1,1,3,0,0,0,0,0,0,0,BnK Solution,1fa8e9
"lương thấp , OT_cực . đừng vào làm gì",2,0,0,0,0,2,0,0,0,0,0,0,BnK Solution,9ff5e4
"công_ty đòi_hỏi nhiều trong khi lương thì không muốn nhân_viên đòi_hỏi nhiều , tác_phong làm_việc thiếu chuyên_nghiệp , anh_em suy_nghĩ kỹ trước khi apply vào đây",2,0,0,2,0,2,0,0,0,0,0,0,BnK Solution,769565
"quá nà thất_vọng luôn , làm thì chăm_chỉ nhiệt_tình xong việc rồi nghỉ_ngơi thì bị soi hết hợp_đồng không kí tiếp không báo trước . lúc làm thì bảo làm đi cuối năm thưởng các kiểu con đà_điểu xong cuối năm phán câu_danh thu không có , môi_trường it mà làm_việc áp_lực kinh_khủng luôn dị đó , toàn là ai nịnh giỏi thì đến lúc được tăng lương với cũng là hứa tăng lương như này như kia nhưng cũng hong thấy luôn hứa cũng chỉ là hứa thôi mà . à quên đồng_nghiệp còn chơi dơ nửa_cơ môi_trường toxic khỏi bàn_nha .",2,0,2,2,0,2,0,0,0,0,2,0,BnK Solution,18027e
"mr . toại bu8 nói_chuyện với ứng_viên rất là láo_nháo , được_cái hình_như bợ đít ông ceo rất tốt nên được đẩy lên chức cao .",0,0,2,0,0,0,0,0,2,0,0,0,BnK Solution,849387
"lương chục củnhưng chục củ khoaikhách trả 100 thì công_ty ăn 50 , đám leader , pm , bul ăn_20-30 , thuế vặt 10 , tới tay mình chỉ dc 10 thôi . đây chỉ là ví_dụ mang tính tương_đối , nhưng bu nào cũng có lợi_ích nhóm cả . tùy bu mà ăn dày ăn ít thôi .",2,0,2,2,0,0,0,0,0,0,0,0,BnK Solution,cfafec
"Tuần trước có join interview ở đây , tuần này nhận được email reject : v Hơi buồn_xíu vì mình follow công_ty này khá lâu rồi , do mình biết công_ty làm remote 100 % nên tiện cho mấy đứa muốn về quê làm như mình . Không pass nhưng cực_kì ấn_tượng với cách làm_việc bên đây từ khâu email , JD , rõ_ràng hơn rất nhiều so với các công_ty trước_đây mình từng apply . Các bạn HR lịch_sự , take care cũng kỹ , trước interview còn được nhắn_tin dặn_dò :)))_Tiếc là rớt cmnr :))))",0,0,0,0,0,1,0,0,1,0,0,0,BoostCommerce,7a3164
"Có_vẻ thiếu tôn_trọng ứng_cử_viên . Tôi đã phỏng_vấn và nhận được email đơn_giản thế_này "" Hi_Tan , Thank you for the interview . Unfortunately , you have not qualified our hiring requirement . We wish you all the best ! """,0,0,0,0,0,0,0,0,2,0,0,0,BoostCommerce,50e355
"Mình làm bài test thấy ok , nhưng chả biết sao fail . Chắc thấy mình deal lương hơi cao , mấy bạn nào muốn vào thì deal lương thấp may_ra",2,0,0,0,0,0,0,0,2,0,0,0,BoostCommerce,ece2ca
"Có nhiều thứ để học_hỏi ( AWS , Shopify , System , ... ) Team dễ gầnLàm remoteTeam meeting ăn_nhậu mỗi thángSếp trẻ ( xuất_phát_điểm củng là dev )",0,1,1,1,0,3,0,0,0,3,0,0,BoostCommerce,f8da86
"Cá_nhân mình thấy môi_trường thân_thiện , sếp dễ_thương , vui_vẻ gần_gũi , tạo điều_kiện cho nhân_viên phát_triển . Được_cái hay cho đi du_lịch , năm hình_như được 3-4 lần gì đó . Làm ở đâu cũng có những áp_lực riêng của nó , tạm_thời mình thấy ổn và vẫn đang enjoy :D",1,0,1,1,0,3,1,0,0,0,0,0,BoostCommerce,0b3741
Thiếu tôn_trọng người phỏng_vấn vãi .,0,0,0,0,0,0,0,0,2,0,0,0,BoostCommerce,cb483b
"Công_ty làm_việc theo hình_thức remote , rất linh_hoạt đối_với những bạn thích dịch_chuyển liên_tục như mình . Benefit tốt và được hỗ_trợ tận răng từ máy_móc , thiết_bị , chỗ ngồi ... nên rất là hài_lòng",1,0,0,0,1,1,0,0,0,0,0,0,BoostCommerce,8cd8b9
"Xem review các bác đi pv thử . đúng như các bác bảo . HR_khinh thường người lắm . ko có tí_tẹo kiến_thức về dev . troll miết . cứ cố đẩy dev cho fail cho rớt . cố_tình hỏi mấy câu "" móc họng "" ( ai mà nóng dễ tức_điên ) . thứ 2 nữa là công_ty mình dùng tiếng anh , tiếng em , ko biết có "" dám "" tự_tin dùng trong giao_tiếp ko . =)) . lương thì bèo_nhèo . đòi_hỏi thì cao . = & gt ; chốt : né gấp .",2,0,0,0,0,0,0,0,2,0,0,0,BoostCommerce,ccad88
"Review cho bạn nào đang lăn_tăn về công_ty , môi_trường hoặc chưa làm hình_thức remote bao_giờ : Công_ty Boost_Commece làm hình_thức remote nhưng chế_độ , chính_sách , phúc_lợi , có ký hợp_đồng đầy_đủ . Có quy_trình làm_việc rõ_ràng và đã hoạt_động remote được 4 năm nên làm_việc rất hiệu_quả . Môi_trường năng_động trẻ_trung ( hầu_hết 9X ) , sếp nhân_văn . Khuyến_khích apply phỏng_vấn hoặc liên_hệ bất_cứ nhân_viên nào trong công_ty để tham_khảo thêm nhé",1,0,1,1,0,0,0,1,0,0,1,0,BoostCommerce,383602
"Có_vẻ cty ko tôn_trọng ứng_viên , email đơn_sơ , hẹn rồi ko thấy ai join , work remotely mà quản_lý thời_gian ko đc thì phát_triển thế_nào .",0,0,0,0,0,0,0,2,2,0,0,0,BoostCommerce,c0c92b
"- Công_ty có_vẻ coi người ứng_viên , và tìm cách bắt người rất kĩ , thích chứng_tỏ khả_năng nên không có thiện_cảm lắm với con_người ở công_ty này . - Công_ty thành_lập đã lâu , nhưng product , tech bên trong chẳng có gì , toàn dùng tech cũ . - Làm_việc chậm_chạp và lề_mề , thua xa những công_ty khác . = & gt ; Lời_khuyên là không nên vào , tốn thời_gian vô_bổ .",0,0,0,0,0,0,0,2,2,2,0,2,BoostCommerce,a570f0
"Đội hr của cty thiếu tôn_trọng uv và quy_trình pv chán thật_sự . Đến giờ pv phải nhắn xin link meeting , kết_quả pv cũng phải nhắn_hỏi mới nhận được mail . Ncl_tệ",0,0,0,0,0,0,0,0,2,0,0,0,BoostCommerce,d5bf59
"Công_ty làm remote , bạn nào thích du_lịch hay nay_đây_mai_đó là rất phù_hợp luôn . Sếp và đồng_nghiệp rất tốt , hỗ_trợ nhiệt_tình , trao_đổi công_việc nhanh_lệ nên làm remote vẫn hiệu_quả . Mình làm ở đây được 10 tháng và rất hài_lòng với môi_trường làm_việc ở đây",0,0,1,1,0,1,0,1,0,0,0,0,BoostCommerce,7d31ab
"vào rồi mới biết công_ty đầy_rẫy drama , nội_bộ lủng_củng , người ra đi cứ gọi_là nhiều hơn người vào . Em xin né .",0,0,0,2,0,0,0,0,0,0,2,0,BoostCommerce,674b14
"làm ở BB cũng đc hơn 1 năm , học_hỏi đc cũng nhiều thứ , thứ duy_nhất ko ngửi nổi là ông CEO củ loz =)))",0,1,2,0,0,0,0,0,0,0,0,0,Bravebits,3cf804
"Em nghỉ từ 2013 cơ . Môi_trường nhân_viên rất thân_thiết với nhau , nghỉ ở đây chỉ tiếc mỗi đồng_nghiệp . Cách làm_việc của BB_Chuẩn là chỉ ổn với các bạn mới ra trường , cần học_hỏi để có thêm kinh_nghiệm , cọ_sát thôi ạ . Còn ai muốn gắn_bó lâu_dài nên suy_nghĩ . Ban_đầu e_thích lắm nhưng sau 1 time thấy sếp thực_sự làm màu và giả_dối lắm : ( . Hi_vọng CTO sẽ đọc nhưng review của các anh_em rồi thay_đổi công_ty theo hướng tốt hơn . Chứ nếu chỉ coi nhân_viên là người làm thôi_thì sẽ có còn rất nhiều review như này trong tương_lai :))",0,0,2,1,0,0,3,0,0,0,0,0,Bravebits,21a5c9
"Hội ex review rôm_rả quá . Em làm hơn 1 năm ở đây thấy mọi thứ cũng bình_thường , nhưng có vụ em nghỉ vì bị ép cũng hơi_thốn ạ . hix . Đợt đó cũng thấy khá nhục_nhục =)) . Rất yêu quý các anh_chị đồng_nghiệp vì mọi ng đa_số đều rất giỏi và năng_động . BB dc cái hút được nhiều ng_tài , giỏi ăn_cắp chất_xám =)) . CEO khá đồng_bóng , nóng_tính , thích quát to , thích nịnh_nọt , thích liếc , quý đứa nào thì thiên_vị rõ , ghét ai thì lão lườm cho suốt ngày , lại còn hơi dê_khụ , kaka , giờ không biết thế_nào . Ở đây ghét nhất vụ không có không_gian riêng . Trước em làm thì mỗi thằng 1 bàn , 2 cái màn_hình tổ chảng nên CEO_soi được hết ạ . Kk . Ng ta làm_việc cũng cần không_gian riêng chút chứ . Cứ đòi_quản thế thì bí_bách phát_sợ . Cũng may em bị ép nghỉ để đến với chân_trời khác sớm hơn ạ",0,0,2,1,2,0,0,0,0,0,2,3,Bravebits,62e17e
"Sếp mặc_định nhân_viên phải làm 24/7 nên giao việc vô_tội_vạ , hầu_như ai cũng bị bóc_lột công_sức như 1 điều hiển_nhiên . 6 h chiều là hết giờ làm nhưng hễ có ai về đúng giờ thì sếp coi là không tâm_huyết , không nhiệt_tình nên hầu_như ai cũng đều ở lại làm thêm 1-2_h cho vừa lòng sếp .",0,0,2,0,0,2,0,0,0,0,0,0,Bravebits,53c190
